,listingAddress,unitNumber,listingId,rentAmount,rentType,bedrooms,bathrooms,housingType,dateAvailable,gmapLatitude,gmapLongitude,pets,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate
82,87 Uptown Road,,85.0,1050.0,Price per Unit,1,1,Rent,2017-06-01T04:00:00.000Z,42.4791692517044,-76.47444351408615,Yes,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,87 Uptown Road,,86.0,1050.0,Price per Unit,1,1,Rent,2017-07-01T04:00:00.000Z,42.47909091930424,-76.47447838280334,Yes,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,87 Uptown Road,,87.0,1200.0,Price per Unit,2,1,Rent,2017-07-01T04:00:00.000Z,42.47905734824557,-76.47450252268447,Yes,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,87 Uptown Road,,88.0,1050.0,Price per Unit,1,1,Rent,2017-08-01T04:00:00.000Z,42.47918883478912,-76.47446228954925,Yes,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,87 Uptown Road,,89.0,1200.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.479152466198336,-76.47456421349182,Yes,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,190 Pleasant Grove Road,,90.0,950.0,Price per Unit,studio,1,Rent,2017-07-15T04:00:00.000Z,42.46741957731974,-76.47826081349183,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88,190 Pleasant Grove Road,,91.0,1100.0,Price per Unit,1,1,Rent,2017-07-15T04:00:00.000Z,42.467433567864305,-76.47826886011887,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89,405 ALBANY STREET S,3,92.0,650.0,Price per Person,1,1.5,Share,2017-04-08T04:00:00.000Z,42.435374,-76.5012595,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
90,116 SCHUYLER PLACE,1,93.0,650.0,Price per Person,5,2,Share,2017-08-01T04:00:00.000Z,42.440043,-76.492508,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,110 OSMUN PLACE,1E,94.0,1100.0,Price per Unit,1,1,Rent,2017-04-09T04:00:00.000Z,42.442276,-76.49071599999999,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
92,103 Penny Lane,Unit A,95.0,1200.0,Price per Unit,2,1.5,Rent,2017-10-21T04:00:00.000Z,42.42566799999999,-76.46875399999999,No,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,14 Game Farm Road,14,96.0,650.0,Price per Unit,1,1,Rent,2017-06-01T04:00:00.000Z,42.4503978,-76.449364,Yes,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
94,116 CATHERINE STREET,2,97.0,1080.0,Price per Person,2,2,Room to Rent,2017-06-05T04:00:00.000Z,42.4402819,-76.48626019999999,No,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
95,217 COLUMBIA STREET,"Duplex, whole house",98.0,625.0,Price per Person,6,4,Rent,2017-08-01T04:00:00.000Z,42.43565,-76.4933848,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,208 GENEVA STREET S,208-#3,99.0,1110.0,Price per Unit,1,1,Rent,2018-08-01T04:00:00.000Z,42.438175594166694,-76.50089584232785,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
97,403 BUFFALO STREET E,B,100.0,1000.0,Price per Unit,1,1,Rent,2017-05-20T04:00:00.000Z,42.441252,-76.493944,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
98,26 Rochester ST,A#2,101.0,665.0,Price per Unit,1,1,Rent,2017-05-15T04:00:00.000Z,42.492999,-76.303162,No,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
99,208 GENEVA STREET S,208-#1,102.0,1047.0,Price per Person,2,1,Share,2019-06-19T04:00:00.000Z,42.43819798949102,-76.50090925337292,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
100,208 GENEVA STREET S,208-#2,103.0,1130.0,Price per Unit,2,1,Rent,2018-08-01T04:00:00.000Z,42.438155998251325,-76.50085560919263,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
101,190 Lower Creek Rd,,104.0,680.0,Price per Unit,studio,1,Rent,2021-07-01T04:00:00.000Z,42.4818772,-76.3975401,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,212 HOOK PLACE,,105.0,1800.0,Price per Unit,3,1.5,Rent,2020-05-27T04:00:00.000Z,42.4395979,-76.52030599999999,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
103,190 Lower Creek Rd,,106.0,605.0,Price per Unit,studio,1,Rent,2017-07-01T04:00:00.000Z,42.48181587871546,-76.39755082883607,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,209 Eastern Heights Dr.,,107.0,775.0,Price per Person,1,1,Room to Rent,2017-04-09T04:00:00.000Z,42.422592,-76.451133,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
105,115 QUARRY STREET S,45,108.0,350.0,Price per Unit,1,1,Rent,2017-05-29T04:00:00.000Z,42.436918513765036,-76.48789671534422,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,113-19 Dryden Road,7G,109.0,890.0,Price per Unit,1,1.5,Room to Rent,2017-08-04T04:00:00.000Z,42.4416219,-76.4866964,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
107,510 ALBANY STREET N,two,110.0,735.0,Price per Unit,1,1,Rent,2017-04-09T04:00:00.000Z,42.4389653,-76.50201919999999,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,317 CAYUGA STREET S,1N,111.0,850.0,Price per Unit,studio,1,Rent,2020-12-01T05:00:00.000Z,42.436209,-76.498537,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
109,607 TIOGA STREET N,1,112.0,1650.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.446668,-76.496837,No,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,122 SUNRISE ROAD,,113.0,300.0,Price per Unit,4,2.5,Rent,2017-05-26T04:00:00.000Z,42.443826,-76.51861199999999,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
111,905 STATE STREET E,716,114.0,800.0,Price per Unit,2,2,Room to Rent,2017-05-19T04:00:00.000Z,42.4369365,-76.48556649999999,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
112,103 DRYDEN ROAD,,115.0,850.0,Price per Person,4,1,Rent,2017-07-01T04:00:00.000Z,42.441993182679326,-76.48709476441803,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,112 VALENTINE PLACE,779,116.0,1055.0,Price per Person,3,2,Room to Rent,2017-08-16T04:00:00.000Z,42.435998207802974,-76.48622109325407,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
114,502 DRYDEN ROAD,,117.0,1100.0,Price per Unit,1,1,Rent,2017-08-01T04:00:00.000Z,42.441315,-76.48046599999999,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
115,222-26 EDDY STREET,,118.0,1400.0,Price per Unit,1,1,Rent,2017-08-01T04:00:00.000Z,42.440547,-76.487702,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
116,410 HILLVIEW PLACE,B,119.0,1695.0,Price per Unit,3,1,Rent,2017-06-01T04:00:00.000Z,42.4352296,-76.4937223,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
117,404-06 OAK AVENUE,,120.0,2250.0,Price per Unit,3,3,Rent,2017-06-01T04:00:00.000Z,42.44185740149714,-76.48020955092619,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
118,612 BUFFALO STREET E,,121.0,820.0,Price per Unit,1,1,Room to Rent,2017-08-01T04:00:00.000Z,42.4418193,-76.4891402,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
119,506 SENECA STREET E,,122.0,770.0,Price per Unit,1,1,Room to Rent,2017-08-01T04:00:00.000Z,42.440885,-76.49171400000002,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
120,501 TIOGA STREET N,3A,123.0,750.0,Price per Person,1,1,Room to Rent,2017-05-15T04:00:00.000Z,42.4451562,-76.49685699999999,No,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
121,208 RIDGEDALE ROAD,Apt. A,124.0,795.0,Price per Unit,1,1,Rent,2017-08-16T04:00:00.000Z,42.437067,-76.480958,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,307 EDDY STREET,Apartment 2,125.0,945.0,Price per Person,2,1,Rent,2017-04-10T04:00:00.000Z,42.440921680966284,-76.48742245337297,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
123,13 Chelsey Circle,,126.0,2375.0,Price per Unit,3,2,Rent,2018-08-01T04:00:00.000Z,42.48340856558673,-76.34030378042604,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,"220 comstock road, ithaca,ny",,127.0,980.0,Price per Unit,1,1,Rent,2018-06-01T04:00:00.000Z,42.469921,-76.48979299999999,No,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
125,11 Lee Rd.,,128.0,1875.0,Price per Unit,4,1,Rent,2017-06-01T04:00:00.000Z,42.498429,-76.29606600000001,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,113 VALENTINE PLACE,949,129.0,1040.0,Price per Person,2,2,Rent,2017-05-08T04:00:00.000Z,42.43617410941891,-76.48570946197128,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
127,602-12 SENECA STREET W,,130.0,1350.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.44065,-76.499954,No,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,112-14 FERRIS PLACE,114,131.0,750.0,Price per Person,6,2,Room to Rent,2021-08-01T04:00:00.000Z,42.438241,-76.489492,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
129,105 CATHERINE STREET,,132.0,800.0,Price per Unit,1,1,Rent,2017-08-01T04:00:00.000Z,42.440124,-76.486766,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
130,122 WAIT AVENUE,,133.0,875.0,Price per Person,4,4,Room to Rent,2018-08-01T04:00:00.000Z,42.45467668547388,-76.48414600859832,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
131,404 East Upland Road,,134.0,980.0,Price per Unit,1,1,Rent,2017-09-10T04:00:00.000Z,42.467854,-76.481686,No,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,313 WAIT AVENUE,,135.0,620.0,Price per Person,10,4,Room to Rent,2017-08-02T04:00:00.000Z,42.453982310325756,-76.48118301349183,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
133,1559 Slaterville Rd (Apt.),,136.0,1050.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.416518,-76.45299,Yes,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
134,708 STEWART AVENUE,Apts. #1 & #2,137.0,1820.0,Price per Unit,2,1,Rent,2017-09-21T04:00:00.000Z,42.450022,-76.490871,Yes,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
135,514 Wyckooff,2W,138.0,870.0,Price per Unit,1,1,Rent,2018-01-01T05:00:00.000Z,42.45696987297178,-76.4882808914017,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136,130 LAKE AVENUE,,139.0,550.0,Price per Person,4,2,Room to Rent,2017-06-01T04:00:00.000Z,42.445636,-76.50069599999999,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
137,122 WAIT AVENUE,,140.0,850.0,Price per Person,4,4,Room to Rent,2017-08-01T04:00:00.000Z,42.4546459,-76.484087,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
138,224 Highgate Rd,Tompkins,141.0,1200.0,Price per Unit,4,4,Rent,2017-05-26T04:00:00.000Z,42.475629,-76.49326099999999,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,426 Winthrop Drive,Apartment 9,142.0,650.0,Price per Unit,2,1.5,Share,2017-06-01T04:00:00.000Z,42.474174752661824,-76.46703319695894,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
140,111 SPENCER STREET E,Apartment 2,143.0,1340.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.43553278561736,-76.49804977546307,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
141,111 SPENCER STREET E,Apartment 3,144.0,1280.0,Price per Unit,2,1,Rent,2017-08-02T04:00:00.000Z,42.435415205074655,-76.49803904662701,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
142,22 Meadowlark Dr,,145.0,680.0,Price per Person,1,1,Rent,2020-07-18T04:00:00.000Z,42.47253,-76.44742099999999,Yes,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,110 DRYDEN ROAD,1D,146.0,650.0,Price per Person,3,1,Room to Rent,2017-06-16T04:00:00.000Z,42.44177800000001,-76.48602916931151,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
144,110 DRYDEN ROAD,1D,147.0,680.0,Price per Person,1,1,Rent,2017-06-17T04:00:00.000Z,42.441778,-76.486115,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
145,103 DRYDEN ROAD,,148.0,850.0,Price per Person,1,1,Room to Rent,2017-07-01T04:00:00.000Z,42.4419288,-76.4870894,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
146,544 Warren Road,,149.0,1185.0,Price per Unit,3,1,Rent,2017-07-08T04:00:00.000Z,42.473928,-76.46585999999999,Yes,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
147,6 LODGE WAY,,150.0,1230.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.45455399999999,-76.4852499,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,6 LODGE WAY,,151.0,1230.0,Price per Unit,2,1,Rent,2017-08-01T04:00:00.000Z,42.45462116838565,-76.48524453558196,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,322 TITUS AVENUE N,Apt. 2,152.0,1550.0,Price per Unit,2,1,Rent,2020-05-01T04:00:00.000Z,42.434538,-76.503278,No,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150,208 HUDSON STREET,1,153.0,500.0,Price per Person,2,1,Rent,2017-05-19T04:00:00.000Z,42.43734680000001,-76.4927952,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
151,202-04 UNIVERSITY AVENUE,2,154.0,750.0,Price per Person,2,1,Rent,2017-05-08T04:00:00.000Z,42.445,-76.49376099999999,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
152,110 West Upland Road,,155.0,1275.0,Price per Unit,2,1,Rent,2019-08-01T04:00:00.000Z,42.46545637657129,-76.49179700859833,Yes,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,110 West Upland Road,,156.0,2700.0,Price per Unit,3,2,Rent,2018-08-01T04:00:00.000Z,42.46541999999999,-76.491738,No,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
154,407 LAKE STREET,B35,157.0,1300.0,Price per Unit,2,2,Rent,2017-06-01T04:00:00.000Z,42.4542807,-76.49466989999999,Yes,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
155,917 CAYUGA STREET N,1,158.0,1200.0,Price per Unit,2,1,Rent,2017-08-02T04:00:00.000Z,42.450536,-76.4993329,No,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,133 LINDEN AVENUE,4,159.0,600.0,Price per Person,3,2,Rent,2017-04-17T04:00:00.000Z,42.4392179,-76.48387,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2112 N Triphammer Rd,1,160.0,850.0,Price per Unit,1,1,Rent,2017-09-08T04:00:00.000Z,42.472030979037186,-76.48144944047544,No,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
158,101 state,,161.0,1000.0,Price per Unit,2,2,Rent,2017-04-17T04:00:00.000Z,42.53620919999999,-76.2608752,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
159,223 Snyder Hill Road,,162.0,1425.0,Price per Unit,2,1,Rent,2019-08-01T04:00:00.000Z,42.42341780278974,-76.44985803802871,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
160,214 STEWART AVENUE,2,163.0,1000.0,Price per Unit,1,1,Rent,2021-06-15T04:00:00.000Z,42.441424,-76.490017,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
161,39 Ferguson Road,,164.0,2600.0,Price per Unit,4,2,Rent,2017-08-01T04:00:00.000Z,42.48267345201477,-76.30424726256558,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
162,39 Ferguson Road,,165.0,2600.0,Price per Unit,4,2,Rent,2017-08-01T04:00:00.000Z,42.48268136433353,-76.30418288954922,Yes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,39 Ferguson Road,,166.0,2600.0,Price per Unit,4,2,Rent,2017-08-01T04:00:00.000Z,42.482624,-76.304317,Yes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
164,201 AURORA STREET S,1,167.0,812.0,Price per Person,1,2,Room to Rent,2019-08-01T04:00:00.000Z,42.43827276434649,-76.49462436441803,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165,216 UNIVERSITY AVENUE,1,168.0,2250.0,Price per Unit,3,1,Rent,2017-08-07T04:00:00.000Z,42.445738,-76.493686,No,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
166,802 CAYUGA STREET N,2,169.0,650.0,Price per Unit,1,1,Rent,2017-06-01T04:00:00.000Z,42.44850599999999,-76.4997659,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,115 Penny Lane,,170.0,1600.0,Price per Unit,2,1.5,Rent,2017-04-18T04:00:00.000Z,42.425955,-76.471001,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
168,842 AURORA STREET N,2,171.0,1900.0,Price per Unit,3,1,Rent,2017-08-01T04:00:00.000Z,42.450142,-76.49651399999999,Yes,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
